YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201206,63356,379355,1,1.5,"NNE","CARTWRIGHT",32.89,-95.36,3253400,9521600
201206,63356,379356,1,3.27,"SSE","QUITMAN",32.76,-95.4,3245600,9524000
201206,63356,379357,1,3.45,"S","PINE MILLS",32.68,-95.3,3240800,9518000
201206,63356,379358,1,0,"N","MT PLEASANT",33.17,-94.98,3310200,9458800
201206,63356,379363,1,2.76,"N","MT PLEASANT",33.21,-94.98,3312600,9458800
201206,63356,379364,1,.58,"E","DANGERFIELD",33.03,-94.72,331800,9443200
201206,63356,379365,1,.69,"N","NEW BOSTON",33.46,-94.42,3327600,9425200
201207,63559,380605,1,.58,"W","COPE",33.38,-81.01,3322800,81600
201207,63559,380606,1,.57,"W","PAGELAND",34.77,-80.39,3446200,8023400
201207,63559,380607,1,.57,"W","KILLIAN",34.13,-80.96,347800,8057600
201207,63559,380608,1,.57,"W","BLYTHEWOOD",34.22,-80.98,3413200,8058800
201207,63559,380609,1,.57,"W","BLYTHEWOOD",34.22,-80.98,3413200,8058800
201207,63559,380610,1,0,"N","CHAPIN",34.17,-81.35,3410200,8121000
201207,63559,380611,1,.9,"NW","RIDGEWAY",34.31,-80.96,3418600,8057600
201207,63559,380612,1,0,"N","CHAPIN",34.17,-81.35,3410200,8121000
201207,63559,380615,1,.57,"W","PAGELAND",34.77,-80.39,3446200,8023400
201207,63559,380616,1,4.42,"NW","RILEY",33.66,-80.86,3339600,8051600
201207,63559,380617,1,3.19,"ENE","WOLFTON",33.6,-80.93,3336000,8055800
201207,63559,380618,1,.69,"N","LEXINGTON",33.99,-81.25,3359400,8115000
201207,63559,380632,1,0,"N","CHAPIN",34.17,-81.35,3410200,8121000
201205,63431,379763,1,0,"N","BIG FLATS",44.12,-89.8,447200,8948000
201205,63431,380090,1,.55,"N","CHIMNEY ROCK",44.4779,-91.4194,4428674,9125164
201204,63432,379753,1,5.3,"W","MIAMI",36.88,-94.9759,3652800,9458554
201204,63432,379753,2,1.6,"WNW","MIAMI",36.8889,-94.9068,3653334,9454408
201204,63432,379753,3,5.1,"NW","NORTH MIAMI",36.9722,-94.9453,3658332,9456718
201204,63432,379753,4,9.1,"WNW","NORTH MIAMI",36.9704,-95.0323,3658224,951938
201205,63433,379757,1,9.1,"WNW","NORTH MIAMI",36.9704,-95.0323,3658224,951938
201205,63433,379757,2,5.3,"W","MIAMI",36.88,-94.9759,3652800,9458554
201205,63433,379757,3,1.6,"WNW","MIAMI",36.8889,-94.9068,3653334,9454408
201205,63433,379757,4,5.1,"NW","NORTH MIAMI",36.9722,-94.9453,3658332,9456718
201205,63434,379764,1,.82,"SE","SAN YGNACIO",27.0423,-99.4398,272538,9926388
201205,63434,379766,1,1.41,"ENE","ZAPATA ARPT",26.89,-99.26,2653400,9915600
201205,63434,379767,1,1.46,"NNE","ZAPATA ARPT",26.8984,-99.2684,2653904,9916104
201205,63434,379768,1,1.46,"NNE","ZAPATA ARPT",26.8984,-99.2684,2653904,9916104
201205,63434,379769,1,1.44,"NE","ZAPATA ARPT",26.8949,-99.2637,2653694,9915822
201205,63434,379769,2,1.43,"NE","ZAPATA ARPT",26.8946,-99.2635,2653676,9915810
201205,63434,379769,3,1.46,"NE","ZAPATA ARPT",26.8948,-99.2632,2653688,9915792
201205,63434,379769,4,1.46,"NE","ZAPATA ARPT",26.8951,-99.2633,2653706,9915798
201205,63434,379770,1,6.53,"N","LINN",26.6644,-98.1267,2639864,987602
201205,63434,379770,2,5.49,"NNE","SAN MANUEL",26.6477,-98.101,2638862,986060
201205,63434,379772,1,0,"N","RAYMONDVILLE",26.48,-97.78,2628800,9746800
201205,63434,386984,1,9.59,"NNW","LINN",26.6954,-98.1965,2641724,9811790
201205,63434,386984,2,5.23,"N","SAN MANUEL",26.6457,-98.1211,2638742,987266
201204,63435,379755,1,2.49,"SE","LENAPAH",36.8239,-95.5989,3649434,9535934
201204,63435,379755,2,5.34,"NE","CHILDERS",36.834,-95.5158,3650040,9530948
201204,63435,379755,3,4.15,"NE","LENAPAH",36.884,-95.568,3653040,9534080
201204,63435,379755,4,2.33,"N","LENAPAH",36.8832,-95.6229,3652992,9537374
201205,63436,380014,1,2.5,"SE","LENAPAH",36.8244,-95.598,3649464,9535880
201205,63436,380014,2,5.3,"NE","CHILDERS",36.8242,-95.5023,3649452,9530138
201205,63436,380014,3,4.2,"NE","LENAPAH",36.893,-95.5763,3653580,9534578
201205,63436,380014,4,2.3,"N","LENAPAH",36.8833,-95.63,3652998,9537800
201205,63437,379758,1,.18,"SSW","BRIARK",35.1474,-90.1306,358844,907836
201205,63437,379758,2,1.29,"W","BLANTON",35.1695,-90.1928,3510170,9011568
201205,63437,379758,3,1.6,"NW","(AWM)WEST MEMPHIS AR",35.148,-90.2479,358880,9014874
201205,63437,379758,4,1.02,"ESE","HULBERT",35.1138,-90.1837,356828,9011022
201205,63437,379760,1,0,"N","WEST MEMPHIS",35.15,-90.18,359000,9010800
201205,63437,379762,1,0,"N","OSCEOLA",35.7,-89.97,3542000,8958200
201205,63438,380001,1,4.5,"WSW","BIG SPG",43.6503,-89.7157,4339018,8942942
201205,63438,384737,1,4.49,"WSW","BIG SPG",43.6504,-89.7157,4339024,8942942
201205,63439,379843,1,2.55,"SSE","FAYSVILLE",26.3855,-98.1153,2623130,986918
201205,63439,379843,2,3.51,"SSE","FAYSVILLE",26.3728,-98.1089,2622368,986534
201205,63439,379855,1,4.79,"NNE","LA BLANCA",26.3674,-98.0516,2622044,983096
201205,63439,379869,1,2.23,"E","TURCOTTE",27.0163,-97.7941,27978,9747646
201205,63439,379872,1,.44,"SSE","SEBASTIAN",26.3443,-97.7969,2620658,9747814
201205,63439,379872,2,.78,"SE","SEBASTIAN",26.3427,-97.7904,2620562,9747424
201205,63439,379875,1,1.47,"N","LYFORD",26.4411,-97.7831,2626466,9746986
201205,63439,386989,1,3.41,"SSE","FAYSVILLE",26.3742,-98.1096,2622452,986576
201206,63440,380665,1,10.56,"ENE","PLAYALINDA BEACH",28.61,-80.62,2836600,8037200
201206,63440,380666,1,17.44,"N","PLAYALINDA BEACH",28.8,-80.74,2848000,8044400
201206,63440,380668,1,17.44,"N","PLAYALINDA BEACH",28.8,-80.74,2848000,8044400
201206,63440,380672,1,3.34,"WNW","CAPE CANAVERAL",28.4,-80.65,2824000,8039000
201206,63440,380674,1,7.36,"NE","PLAYALINDA BEACH",28.63,-80.7,2837800,8042000
201206,63440,380876,1,.9,"ESE","ST. LUCIE NUCLEAR POWER PLANT",27.3452,-80.2364,2720712,8014184
201206,63440,380877,1,17.44,"N","PLAYALINDA BEACH",28.8,-80.74,2848000,8044400
201206,63444,380664,1,5,"SSW","FRANKEL CITY",32.3131,-102.8128,3218786,10248768
201206,63444,380847,1,.25,"E","FRANKEL CITY",32.38,-102.7757,3222800,10246542
201206,63444,380851,1,2,"ENE","GOLDSMITH",31.9911,-102.5885,3159466,10235310
201206,63444,384421,1,0,"N","MONAHANS",31.58,-102.9,3134800,10254000
201206,63444,384746,1,2.02,"NE","GREENFIELD ACRES",31.8876,-102.3725,3153256,10222350
201206,63444,384746,2,1.72,"NE","GREENFIELD ACRES",31.8864,-102.378,3153184,10222680
201206,63444,384746,3,1.68,"ENE","GREENFIELD ACRES",31.881,-102.3745,3152860,10222470
201206,63444,384746,4,1.94,"ENE","GREENFIELD ACRES",31.8823,-102.3703,3152938,10222218
201206,63444,385057,1,6,"NNW","ODESSA",31.9302,-102.4091,3155812,10224546
201206,63444,385058,1,6,"NNW","ODESSA",31.9302,-102.4091,3155812,10224546
201206,63444,385063,1,5,"SE","NORTH COWDEN",31.9488,-102.4597,3156928,10227582
201206,63444,393570,1,2.21,"WNW","FRANKEL CITY",32.3939,-102.8142,3223634,10248852
201206,63444,393570,2,.81,"E","FRANKEL CITY",32.3784,-102.7663,3222704,10245978
201206,63445,379802,1,0,"N","LOVINGTON",32.93,-103.35,3255800,10321000
201206,63445,379803,1,0,"N","LOVINGTON",32.93,-103.35,3255800,10321000
